,0
0,-0.023060460649782327
1,-0.011985265392755347
2,0.0007504363719920124
3,-0.0006602675338925199
4,0.0006693031950447358
5,0.0033222966514435204
6,0.005933654960139817
7,-0.0036127662846527934
8,-7.294396392977816e-05
9,0.005299308449211136
10,0.0025415871706211467
11,-0.0031465845678643224
12,0.007912984109835689
13,0.011362604586387564
14,0.009438797371160572
15,-0.0030691519685951156
16,-0.010037831329372169
17,-0.001395605786417984
18,0.001652828177277128
19,-0.008705126013105535
20,0.0032704634184722203
21,-0.0043746967413447356
22,0.007943023523658062
23,-0.0030747703251888846
24,0.006413093463959659
25,-0.006989132544384006
26,-0.007962012156219198
27,0.0027655660837253037
28,-0.035565363805927064
29,-0.006207463874394251
30,-0.023567798482262252
31,0.004384554015087306
32,-0.01788306890587608
33,-0.020114213180553286
34,-0.013638937615080065
35,-0.011442661052425586
36,-0.0014022455092268522
37,-0.00782891349702542
38,-0.0009758994274978405
39,-0.004401750576758183
40,-0.006655223255138885
41,-0.006205441204711574
42,-0.0010959934052964585
43,-0.009125372179334477
44,-0.013271543421449683
45,-0.007935375478880954
46,-0.0047937430332227185
47,0.0033919494700045917
48,-0.006647733240970068
49,-0.0033545892902731352
50,-0.0024797707288615276
51,-0.00021067830363948097
52,0.003881121857039533
53,-0.00233214911415024
54,-0.0014081689683167794
55,0.019181406036896782
56,-0.006838071800134359
57,0.006803123238109006
58,0.011649489899536401
59,0.002226318668176418
60,-0.006298826003149787
61,-0.00292117524197184
62,-0.0008444086859091315
63,0.013356097954426795
64,-0.010195574455055343
65,-0.015047007831200743
66,0.0008192810735667133
67,-0.010730586298086545
68,-0.007084238761212277
69,0.01601402111051851
70,0.0025377804697281105
71,0.0017327101885486636
72,-0.02066041096765344
73,-0.012342443763133159
74,-0.022342254333345492
75,-0.013815021717658027
76,-0.008697709901755822
77,-0.013523760923954865
78,-0.00411476333516536
79,-0.02249403911859056
80,-0.005696795250813421
81,-0.014670541583978153
82,-0.003742935621130977
83,-0.002515196838061391
84,-0.002953445098232524
85,-0.00959801960127737
86,-0.002547247427121807
87,-0.004537628892889245
88,-0.010506081901158293
89,-0.0004884985761495609
90,-0.0011021798324924558
91,-0.0015342953375464743
92,0.001445243178136702
93,-0.016872279032289043
94,-0.003361311280006326
95,0.004812495434477696
96,-0.002169436684306881
97,-0.002479718975051887
98,-0.010868920125304053
99,-0.0006228011755661806
100,-0.005596497953605342
101,-0.01563365537624738
102,-0.01374402429072911
103,-0.005302749217427623
104,0.00032569293871455534
105,-0.0005267845630928525
106,-0.0033349376502101805
107,-0.009901209743596243
108,-0.012102827907676049
109,-0.004495915886731904
110,-0.015056488832420344
111,0.0003375154215540026
112,-0.006356757433965348
113,-0.008005437161955276
114,-0.0003590131928997636
115,-0.012816451122612656
116,-0.0025929018972856133
117,-0.017888661164587653
118,-0.009159651433818458
119,-0.024585148653239634
120,-0.024688484236047626
121,-0.009281168460468614
122,-0.0027313025899456124
123,-0.0019290094294197539
124,-0.005576681478572784
125,-0.004468493618966915
126,-0.0043172389106064316
127,0.0037685442066285584
128,-0.004198837834147361
129,-0.007770837745651858
130,9.371761394628774e-05
131,-0.027902347738109408
132,0.006560849637867429
133,-0.010352988133500007
134,-0.015818611291418164
135,0.0021011364294127415
136,-0.01774844484890352
137,-0.00947365338314289
138,-0.01049658925366679
139,-0.004633109444318818
140,0.0005764878197496645
141,-0.0013792235507956844
142,-0.012120197896941243
143,-0.00394886804937486
144,-0.00834777783921875
145,-0.00625534618940023
146,-0.004925619642703827
147,-0.006620515203171291
148,0.01642579048660059
149,-0.0034917081193972417
150,-0.010714781340972224
151,-0.016090060502005215
152,0.008099807075429536
153,-0.002807034095608018
154,-0.009711766656718215
155,-0.004852763868157355
156,-0.0037851560551082717
157,-0.002853266940201685
158,-0.0054168775910147715
159,-0.012867403652795678
160,0.014366290392823193
161,0.0032926047460992815
162,-0.007537116956457928
163,-0.004803370015102661
164,-0.001248290693051209
165,-0.016377283412238184
166,0.002430654399348727
167,-0.00671593883754231
168,-0.002774826451855584
169,0.001031932273540072
170,-0.017322390275418195
171,-0.004654774665255846
172,-0.0057945189011738675
173,-0.0036953674221338793
174,-0.0002414309733497955
175,0.0002516263481055537
176,-0.008565316354883652
177,-0.0021632703395510493
178,-0.011269699548281093
179,0.0005931945350875583
180,-0.005067830696156338
181,-0.0013168713797387628
182,-0.011073749972088225
183,-0.0058823601832914355
184,-0.004144618443512484
185,-0.012595304283018935
186,-0.001638905740696434
187,-0.006184430052939297
188,-0.0012236246523537624
189,-0.0006501691906480559
190,0.0016957528719851289
191,-0.007467600174557564
192,0.00038493961760786984
193,-0.0036235567066780603
194,0.0008377363421651358
195,0.005100589016393101
196,0.002859664453477115
197,0.016220266658017117
198,-0.0023400477475375484
199,0.005436031509991205
200,0.001773910281249831
201,-0.00022670400374343947
202,-0.0016970078488923145
203,0.0010019517907465208
204,-0.002098739088292702
205,-0.006147638277261336
206,-0.0029604630326261747
207,-0.0028811698727582162
208,0.012407659817706227
209,-0.02055895584408111
210,-0.013485980777194003
211,-0.0018216240967647247
212,0.004118373067143311
213,-0.003426343385104862
214,-0.006105975789832336
215,-0.024585586159211765
216,-0.007743611290682164
217,-0.0059764549254980185
218,-0.0005545477182166985
219,-0.009449386201343668
