,0
0,-8.090712132535828
1,7.671223015965778
2,-7.984044051005487
3,-8.431569216948372
4,-8.358259732553167
5,-8.388651939103642
6,-8.443812928743345
7,-6.816866607099806
8,-8.308071634430142
9,-8.561274165858135
10,-8.78293620239775
11,-7.968582243757633
12,-8.827123251238655
13,-8.7837966005821
14,-4.91541959146175
15,-7.765247905205632
16,-7.817183357932347
17,-5.201627537027219
18,-8.720517323744717
19,-8.590915762478183
20,-8.341162235757626
21,-8.24491971183712
22,-8.503476582508886
23,-8.725768218075483
24,-8.517350307939308
25,-6.2746649228083955
26,-7.758381928078792
27,-8.224335290658649
28,-8.201320968312581
29,-7.528951521088731
30,-21.52232038689452
31,-8.831718936272733
32,-7.690285485275727
33,-8.506903622247766
34,-8.414832256795565
35,-8.321634408278033
36,-7.137330512964171
37,9.821120733007836
38,-8.112221440687089
39,13.547958054206024
40,-7.702549755164439
41,-7.721779274920626
42,-7.0035953279425645
43,-7.676030632507613
44,-7.415464610853303
45,-7.034865038058539
46,-8.334778295628567
47,-8.370305174673407
48,-7.7523565265563965
49,-7.987980450936157
50,-8.061780894816563
51,-8.207885924071642
52,-8.730132166999388
53,-8.881885402475492
54,-8.603222925269556
55,-3.792166663113104
56,-8.203350454645907
57,-8.571510585523633
58,-6.514038957230348
59,-8.33517000198026
60,-8.479620741107135
61,-13.420353876346674
62,-7.929368907435201
63,-2.481965972121985
64,-5.260592246731909
65,-4.292922506307097
66,14.670970928425255
67,-8.461417248069457
68,-8.117654948377199
69,-8.417694558314269
70,-8.031575555604144
71,-8.234373080894752
72,-7.967915258530394
73,-8.375137424016913
74,-8.132807305062807
75,-7.59034104420469
76,-7.876201979469168
77,-5.338958171131862
78,-7.978507313013603
79,-7.484964874041887
80,-8.263782374253424
81,-7.927015911525783
82,-7.628556023445023
83,-5.969729032100521
84,-7.623339835625175
85,-6.907720775753431
86,-4.281947686351199
87,-13.557121601333462
88,-7.537366781733609
89,-7.428860278446455
90,-8.029902629044617
91,-7.921706114976504
92,-8.071115300252046
93,-7.76743391697338
94,-8.258627895595009
95,-7.889648400948657
96,-7.711795133406296
97,-6.753881711565911
98,-7.877647838654673
99,-6.7294643512529575
100,-7.910378189629486
101,-7.910750996512582
102,-7.821978207155457
103,-7.972120514710077
104,-7.851038593780305
105,-6.543280670248015
106,-7.547490859709271
107,-7.246742323446837
108,-7.899258059379561
109,-7.677138991684558
110,-8.055537440767191
111,-8.000842438274148
112,-7.975250966160848
113,-7.6536825815777405
114,-8.029151336602801
115,-8.152102911459865
116,-8.141893267636526
117,-4.897031030007016
118,-8.176324728019951
119,-7.734721781624263
120,-6.278896608924886
121,-7.5689963839107595
122,-7.7639662398264715
123,-4.4188026631514274
124,-6.941142509602781
125,-8.13407365214268
126,-7.681354648189002
127,-8.261336179623529
128,-8.116554126641832
129,-8.24060992469375
130,-6.802281722882489
131,-8.161719985253836
132,-2.846618886106746
133,-7.622207181708941
134,-7.981270024016948
135,-8.029622979690899
136,-7.883543631006545
137,-7.852845098467128
138,-7.926104189492698
139,-6.346716173453863
140,-7.567016985590561
141,-7.254954195121985
142,-8.056447646078754
143,-7.653098660552572
144,-8.12292486521586
145,-8.05200808617255
146,-7.3768910952164815
147,-7.348147302793931
148,-0.1280231016130484
149,-7.890733777028454
150,-7.550794314502129
151,-4.353210648953991
152,-8.171580088453592
153,-7.453239646732209
154,-7.204774892047438
155,-4.3727724513109365
156,-8.28877832995677
157,-4.965465048225111
158,-7.269457551148512
159,-8.55061383707017
160,-3.7234810701419265
161,-7.935637071837268
162,-8.550811389411852
163,-7.992888371160084
164,-8.445350959247028
165,-8.608511003414431
166,-8.078275691860828
167,-6.599719205911139
168,-7.738588986728724
169,-7.622510387804826
170,-6.057726517571039
171,-8.112136687312193
172,-5.002928970083879
173,-8.422466568473666
174,-8.267868979447769
175,-8.470859326371826
176,-8.339626833873952
177,-7.44942930962857
178,-8.086702064046989
179,-7.947166804509063
180,-7.906708579524617
181,-8.317959612670533
182,-6.499701787998832
183,-8.193960653257106
184,10.680315942155916
185,-8.14488821494364
186,-7.9054406808120765
187,-8.060255542126278
188,-7.627592775996659
189,-7.9602574704284415
190,-7.207358570423673
191,-7.704340080352002
192,-6.264404802190309
193,-8.694685617967636
194,-6.983537376902545
195,-7.164030357455301
196,-9.02855530748163
197,-8.821213535417963
198,-8.65903916324003
199,-8.93768444085515
200,-8.589951546300897
201,-8.814728174007714
202,-8.271516136727225
203,-7.235338832603131
204,-6.770562041266588
205,-8.426569955022938
206,-7.9413193202273735
207,-9.171521305831936
208,11.528929908911792
209,-11.120777594789296
210,-7.244123142406376
211,-7.310175928801697
212,-6.971328393088276
213,-6.82696509813046
214,-7.309301250511986
215,-8.259776209197202
216,-8.536929196884214
217,-7.30766011934681
218,-8.22245172969233
219,-7.2701029046087005
