,0
0,-0.3541480288560386
1,0.0007254997475946025
2,-0.09420823560055175
3,-0.3982347010779298
4,-0.25112910464101396
5,-0.36554829951490614
6,-0.46061608350338124
7,-0.07394148877815872
8,-0.6355263560935545
9,-0.3409095455824554
10,-0.13547803277305967
11,-0.1642104897318438
12,-0.3769992490216433
13,-0.32234905604023434
14,-1.131745592032199
15,-0.2565707712950335
16,-0.5181490245981958
17,-0.8149571496066237
18,-0.2583133914649291
19,-0.5506571002256728
20,-0.3372295913921669
21,-0.15986666867604013
22,-0.10788626613654466
23,-0.47774024648099267
24,-0.16895758788601425
25,-0.12389292620597879
26,-0.08526478189731466
27,-0.17905939277474095
28,-0.4686885511011428
29,-0.13237940973147566
30,0.023455092105771
31,-0.10521366997248766
32,-0.10531523026570323
33,-0.47265058835354246
34,-0.4906820380800471
35,-0.3633487977642448
36,-0.36342427846822645
37,0.0019821939933347956
38,-0.10518513194021185
39,0.0010441810161554274
40,-0.15078829510506128
41,-0.04709703627715251
42,-0.10411589334519983
43,-0.17985054786576152
44,-0.2130792647702015
45,-0.24834981777832707
46,-0.35100441206392574
47,-0.22440628264964277
48,-0.06446220801043327
49,-0.07859877013707475
50,-0.22407174365714283
51,-0.5255640049672899
52,-0.23116199797231346
53,-0.13076181176635784
54,-0.09234019940338868
55,-0.6901809684814724
56,-0.1535228418790463
57,-0.13040102925686098
58,-0.20085915897927972
59,-0.16603740121916377
60,-0.3136395478877589
61,-0.3393043793394554
62,-0.11823916981833227
63,-1.4914224506152745
64,-0.8262569176354142
65,-1.2069725633450532
66,-0.000569602097894098
67,-0.3469368241161523
68,-0.6129391054058502
69,-0.5805627381256726
70,-0.08555791759021797
71,-0.10279330153324279
72,-0.26737302497477533
73,-0.23305671841682413
74,-0.3176269780080416
75,-0.2281352175779274
76,-0.5085879914132888
77,-1.2212356466636183
78,-0.08652724537650365
79,-0.22153481949709172
80,-0.39747321956057563
81,-0.1646941543584608
82,-0.05236709315061576
83,-0.10128918770320927
84,-0.029177075758209194
85,-0.10099179872984741
86,-0.8489083930598073
87,0.007015412350827388
88,-0.31628058373049933
89,-0.2663283189390192
90,-0.11150201275027061
91,-0.14902892390121655
92,-0.2440521040963139
93,-0.23149273967689277
94,-0.1699530024263187
95,-0.5498923816307265
96,-0.02027240422594898
97,-0.10343442353205708
98,-0.08931637521200418
99,-0.001981515479132601
100,-0.0807983439366255
101,-0.364038180026631
102,-0.5360022822324334
103,-0.09711106964756752
104,-0.16877968909852656
105,-0.025772471342822727
106,-0.02988121045166655
107,-0.06898771520671484
108,-0.4192132512056008
109,-0.12153058972184255
110,-0.3712936529445851
111,-0.020779871516970402
112,-0.3124931445690298
113,-0.13088124788546746
114,-0.3317685664176901
115,-0.47666318641609107
116,-0.17029365722145007
117,-0.3437003434029597
118,-0.40076357006542146
119,-0.18650427439217937
120,-0.25777376895548954
121,-0.4790008219789178
122,-0.17209885775668596
123,-0.8958475271153036
124,-0.03972596626610251
125,-0.477989960130212
126,-0.14445190927908283
127,-0.07739676723846971
128,-0.07615501354717256
129,-0.7856970424648041
130,-0.027927319930628174
131,-0.3900218343218171
132,-1.7623362971530958
133,-0.12186900357334837
134,-0.5136739191160679
135,-0.2017408646379989
136,-0.147102661523173
137,-0.06344221181559705
138,-0.11356250668432114
139,-0.11444023228022304
140,-0.0025454223416578347
141,-0.03514511802227303
142,-0.3615140464290239
143,-0.02922807787795938
144,-0.1926657845684413
145,-0.27533003911910064
146,-0.03612719503419033
147,-0.046364506264997184
148,-1.5856968129218372
149,-0.09291996192127047
150,-0.15716159913497335
151,-1.3363429983798671
152,-0.3589692836355993
153,-0.06451878147723661
154,-0.18619862603893647
155,-1.7439475984121975
156,-0.3852658005880411
157,-0.8803399526937873
158,-0.08527030512717554
159,-0.3744695547527225
160,-1.2325148608812917
161,-0.4940094502507187
162,-0.14948771800797633
163,-0.056809661323131685
164,-0.5412734784004769
165,-0.3096183326376428
166,-0.24328091033582938
167,-0.15297957899800696
168,-0.037631224702903344
169,-0.07934566485244737
170,-0.266751309711296
171,-0.16506233917052346
172,-0.84231055738275
173,-0.2226483492758433
174,-0.055727958267366956
175,-0.4853108829825669
176,-0.23232896308729065
177,-0.07192766771790607
178,-0.23483985034633836
179,-0.3430672668417745
180,-0.10375448833145412
181,-0.02956082649985271
182,-0.1330330412179381
183,-0.17498374160522134
184,0.0009271052924578911
185,-0.1313682021006637
186,-0.09533758934470564
187,-0.14854631360363757
188,-0.01564154353492028
189,-0.23199719294836443
190,-0.04458343639245756
191,-0.22141003425383282
192,-0.1508145468496414
193,-0.18159979684319263
194,-0.1855717347855277
195,-0.05857323298433068
196,-0.18119333972226118
197,-0.5921673448858028
198,-0.14598341542512744
199,-0.20073004506498807
200,-0.08340027833007163
201,-0.044756579621861275
202,-0.037962290748554436
203,-0.015319769432584323
204,-0.07669388657909569
205,-0.351583845264978
206,-0.07230289285091271
207,-0.01506719881593673
208,5.620441165126549e-05
209,-0.06529504768404493
210,-0.17595840243937075
211,-0.053762654040948876
212,-0.14038929671773487
213,-0.0016094218388283345
214,-0.0630682739122722
215,-0.3448808617248144
216,-0.33248612543378503
217,-0.12083351809163854
218,-0.07534953921727296
219,-0.08820560742416264
