,,T1332,T1333,T1605,T1721,T1801,T1802,T1803,T1808,T1812,T1925,T1928,T1963,T2002,T2269,T2282,T2413,T2432,T2501,T2502,T2503,T2531,T2768,T2801,T2802,T2871,T2914,T3086,T3099,T3101,T3103,T3289,T3382,T3401,T3402,T3405,T3407,T3436,T3659,T3861,T3863,T4004,T4005,T4021,T4042,T4043,T4061,T4063,T4151,T4183,T4188,T4208,T4324,T4452,T4502,T4503,T4506,T4507,T4519,T4523,T4543,T4568,T4578,T4631,T4689,T4704,T4751,T4755,T4901,T4902,T4911,T5019,T5020,T5101,T5108,T5201,T5202,T5214,T5232,T5233,T5301,T5332,T5333,T5401,T5406,T5411,T5541,T5631,T5703,T5706,T5707,T5711,T5713,T5714,T5801,T5802,T5803,T6098,T6103,T6113,T6178,T6301,T6302,T6305,T6326,T6361,T6367,T6471,T6472,T6473,T6479,T6501,T6503,T6504,T6506,T6645,T6674,T6701,T6702,T6703,T6724,T6752,T6753,T6758,T6762,T6770,T6841,T6857,T6861,T6902,T6952,T6954,T6971,T6976,T6981,T6988,T7003,T7004,T7011,T7012,T7013,T7186,T7201,T7202,T7203,T7205,T7211,T7261,T7267,T7269,T7270,T7272,T7731,T7733,T7735,T7751,T7752,T7762,T7832,T7911,T7912,T7951,T7974,T8001,T8002,T8015,T8031,T8035,T8053,T8058,T8233,T8252,T8253,T8267,T8304,T8306,T8308,T8309,T8316,T8331,T8354,T8355,T8411,T8591,T8601,T8604,T8628,T8630,T8697,T8725,T8750,T8766,T8795,T8801,T8802,T8804,T8830,T9001,T9005,T9007,T9008,T9009,T9020,T9021,T9022,T9064,T9101,T9104,T9107,T9202,T9301,T9432,T9433,T9501,T9502,T9503,T9531,T9532,T9602,T9613,T9735,T9766,T9983,T9984
2014/09/03,DAILY(D),275.68,1466.84,1245.01,1680.46,2581.08,656.47,725.74,674.06,883.73,1564.56,1003.08,2730.45,962.53,3886.72,3788.98,874.06,1143.36,1998.17,2923.45,1161.97,797.61,655.4,2126.25,1533.38,859.28,2483.01,1119.98,1161.19,1365.06,470,698.32,3591.93,1051.19,632.05,1051.53,700.86,834.4,440.14,361.35,1379.2,1198.81,300.4,1737.31,702.17,1530.13,1372.07,5801.41,1250.35,1273.13,419.86,1357.22,3600.37,3892.66,3481.84,1265.69,1236.85,2170.53,954.26,3588.03,1216.36,527.68,3114.21,1896.6,362.32,2742.89,430.34,1311.79,2845.39,879.96,1839.28,1822.66,390.36,1473.25,2836.96,2295.79,1166.23,2056.06,3138.25,3780.02,248.79,2257.46,2249.83,2476.08,1548.99,1700.81,4069.92,1948.49,1302.35,2644.01,3920.27,2970.34,2758.01,3916.38,1968.27,1265.79,461.63,,3741.17,755.47,,1945.63,2270.87,1777.46,1349.76,2668.2,6668.5,1120.8,392.38,1371.87,1273.84,3461.58,1128.33,2210.83,1282.55,4195.42,2782.99,3330.36,6337.85,1806.39,2102.39,1103.26,2984.42,1988.08,1625.09,1516.56,1191.61,1103.21,11111.59,3860.56,1571.03,15724.33,4261.83,1007.14,3110.11,4668.72,2160.29,477.82,5348.41,3379.45,4361.16,,794.37,1205.88,970.88,1223.59,1032.06,2148.8,2810.08,3131.09,2351.04,1679.53,1269.9,924.88,2556.91,2454.22,938.38,617.37,2477.15,1322.76,1771.04,1353.86,10470.55,1023.77,561.76,2245.83,1259.61,5936.04,958.87,1648.54,1598.32,743.99,1745.45,987.16,2466.8,464.78,422.5,3378.85,3075.9,615.28,1990.57,915.52,1454.07,1214.26,652.54,519.69,693.63,2012.94,1053.34,1807.42,1222.24,2495.28,1038.14,3053.62,2260.48,1585.87,3876.12,2551.06,1338.08,1940.31,3773.5,2088.19,7318.77,4279.24,13896.27,1913.52,2382.41,1005.78,2363.52,2327.05,2880.3,1361.68,1606.6,382,1000.29,806.47,2534.14,1813.62,2212.4,674.45,5538.85,2168.84,31683.49,3581.24
2014/09/04,DAILY(D),272.97,1460.56,1267.4,1671.31,2535.36,645.72,708.16,665.78,873.95,1527.46,988.74,2710.34,957.75,3873.33,3818.13,859.91,1159.42,1984.88,2963.65,1165.75,790.55,648.03,2110.19,1535.17,855.72,2518.45,1103.23,1188.8,1340.54,470,697.47,3561.17,1051.19,628.12,1046.75,699.15,830.9,431.32,365.59,1392.85,1175.15,303.54,1716.19,697.38,1525.72,1364.34,5790.04,1231.58,1248.95,419.71,1364.98,3583.12,3930.37,3437.7,1267.78,1220.76,2150.94,945.19,3562.53,1212.62,526.4,3111.27,1920.21,353.71,2714.36,433.29,1298.26,2834.38,881.44,1844,1827.35,387.44,1468.44,2819.74,2301.38,1157.05,2063.7,3105.47,3737.65,250.48,2224.37,2253.18,2445.02,1548.99,1682.6,3923.26,1891.18,1302.35,2619.23,3859.83,2920.83,2876.94,3845.7,1934.48,1257.28,458.99,,3667.39,753.95,,1940.81,2266.74,1778.31,1338.47,2612.61,6533.95,1108.38,386.51,1348.99,1234.34,3423.96,1117.13,2249.32,1264.32,4208.82,2800.01,3312.78,6325.43,1813.95,2083.18,1096.1,2984.42,1971.78,1610.39,1489.67,1181.94,1098.78,11038.36,3845.34,1523.27,15798.73,4254.54,1011.73,3121.91,4595,2188.35,492.07,5312.91,3345.31,4317.28,,802.21,1201.97,972.48,1216.23,1025.16,2140.25,2812.45,3139.24,2314.16,1633.57,1270.73,917.71,2547.83,2469.89,947.36,613.25,2445.44,1315.98,1761.33,1338.59,10483.75,1021.49,559.48,2226.41,1254.5,5963.02,955.69,1639.14,1596.55,750.75,1750.35,982.3,2494.06,462.2,424.54,3370.55,3059.53,613.63,1986.74,911.36,1450.5,1191.37,650.91,518.55,692.26,2016.88,1037.96,1801,1233.81,2510.07,1047.67,3042.52,2250.04,1587.57,3837.76,2541.8,1349.13,1936.54,3773.5,2070.84,7261.53,4257.31,13853.73,1907.68,2343.61,992.55,2336.03,2333.37,2871.4,1347.26,1603.74,384,1006.45,810.5,2562.39,1823.99,2184.97,673.55,5496.48,2106.56,31904.2,3552.73
2014/09/05,DAILY(D),272.97,1461.46,1243.35,1655.5,2539.51,639.11,703.14,662.77,873.95,1519.17,1010.25,2683.07,960.14,3846.55,3804.41,868.21,1167.46,1953.87,2950.11,1179.16,788.79,648.03,2106.41,1545.49,853.94,2516.39,1086.47,1181.43,1332.36,470,671.3,3530.41,1047.16,627.25,1033.22,694.9,856.24,432.3,363.89,1384.02,1167.26,305.89,1716.19,687.78,1543.36,1352.75,5791.79,1221.75,1248.95,412.78,1372.73,3587.43,3893.55,3426.39,1256.49,1206.46,2136.7,955.77,3561.27,1203.75,525.11,3074.69,1920.21,354.57,2779.57,415.63,1280.86,2818.1,897.79,1818.96,1816.4,386.34,1470.04,2818.96,2303.38,1157.05,2071.35,3089.08,3703.74,251.32,2222.63,2252.34,2434.94,1531.09,1684.97,3822.42,1913.22,1302.35,2594.44,3825.29,2912.58,2892.02,3745.92,1934.48,1258.49,457.23,,3684.75,754.71,,1933.58,2250.22,1765.63,1319.8,2659.65,6483.27,1102.16,384.84,1342.45,1230.75,3435.07,1113.81,2266.43,1283.46,4199.88,2838.31,3286.42,6331.64,1791.27,2090.86,1096.1,2984.42,1933.41,1610.39,1476.22,1195.13,1109.41,11033.48,3900.05,1510.92,16131.33,4281.56,1015.4,3090.93,4561.05,2132.24,492.91,5291.13,3328.25,4334.83,,799.86,1199.69,976.95,1215.41,1027.74,2146.24,2812.06,3149.2,2319.48,1640.02,1273.63,924.88,2575.08,2470.6,955.94,610.77,2412.01,1305.82,1745.95,1336.8,10501.34,1019.22,561.25,2209.42,1243.21,5940.13,955.33,1629.38,1589.49,749.06,1746.27,973.45,2555.38,458.27,421.62,3356.23,3057.75,608.7,1959.89,910.53,1441.21,1171.1,653.36,514.55,691.58,2011.36,1037.15,1800.62,1244.98,2495.28,1043.3,3043.41,2215.55,1580.78,3812.03,2537.17,1347.29,1929.01,3759.47,2061.19,7203.4,4231.52,13711.93,1853.68,2343.61,997.84,2336.03,2331.56,2871.4,1340.83,1601.91,380,997.01,812.55,2567.87,1816.94,2177.65,678.98,5482.64,2118.3,31965.25,3548.45
2014/09/08,DAILY(D),271.16,1462.35,1226.36,1668.81,2597.7,651.51,713.19,661.27,895.14,1527.85,992.14,2678.6,959.35,3882.25,3728.98,871.62,1144.25,1940.58,2918.64,1174.13,783.5,655.4,2089.41,1571.52,848.61,2540.13,1075.58,1179.59,1324.19,460,665.39,3524.43,1047.16,628.04,1034.81,700.45,858.86,431.32,364.74,1390.44,1167.26,308.24,1710.91,686.18,1560.99,1352.75,5836.41,1215.5,1257.01,414.1,1364.98,3561.56,3863.37,3453.02,1251.48,1200.21,2128.68,949.72,3555.84,1195.35,527.82,3083.94,1896.6,357.15,2808.1,422.69,1227.69,2826.9,884.42,1809.03,1828.91,382.02,1458.82,2804.48,2295.39,1147.87,2086.63,3130.05,3737.65,250.48,2220.88,2239.77,2454.25,1584.81,1681.41,3859.09,1917.63,1310.06,2569.65,3842.56,2904.33,2916.3,3745.92,1934.48,1265.39,466.92,,3667.39,765.36,,1960.49,2299.77,1783.38,1334.13,2706.68,6569.9,1109.93,387.35,1348.17,1217.29,3448.75,1137.04,2270.7,1277.99,4222.22,2829.8,3268.85,6289.05,1761.04,2148.51,1092.32,2948.47,1934.85,1604.52,1466.36,1209.19,1105.87,11046.9,3905.4,1448.35,16332.65,4256.68,994.3,3102.73,4551.94,2122.88,494.58,5340.34,3336.78,4413.81,,808.09,1207.51,975.67,1218.68,1051.02,2162.48,2810.87,3149.65,2313.39,1598.9,1276.95,930.84,2543.29,2471.31,970.23,605.83,2394.01,1297.35,1756.47,1326.92,10356.22,1029.45,565.09,2204.57,1249.4,5976.09,960.63,1649.66,1578.89,743.99,1758.53,969.91,2630.34,461.45,422.72,3374.32,3080.88,618.57,1986.74,918.86,1446.21,1191.74,658.47,514.85,690.89,2036.59,1042.01,1810.82,1241.79,2506.96,1057.19,3046.08,2225.08,1582.48,3821.86,2546.43,1350.97,1936.54,3754.8,2063.12,7243.65,4210.02,13806.46,1842.89,2335.85,997.84,2354.36,2329.75,2864.29,1347.65,1611.54,381,1004.81,822.33,2603.29,1838.52,2173.08,679.89,5448.05,2096.63,31894.81,3624.48
2014/09/09,DAILY(D),267.55,1457.87,1209.36,1658.83,2568.61,643.24,707.33,656.75,891.88,1497.86,963.84,2700.95,951.38,3846.55,3636.4,856.49,1158.53,1887.41,2918.64,1185.03,766.76,655.4,2053.51,1538.31,850.39,2541.16,1074.75,1190.64,1316.02,480,660.32,3485.98,1055.22,631.44,1031.63,701.84,885.07,435.73,365.59,1377.6,1190.93,305.11,1715.31,687.78,1587.45,1360.48,5902.03,1203.88,1289.24,414.49,1357.22,3527.06,3817.23,3481.11,1255.66,1192.16,2126.9,943.67,3570.05,1198.15,526.4,3062.07,1904.47,362.32,2832.56,415.04,1212.22,2820.74,896.31,1792.49,1810.93,379.46,1465.23,2832.65,2292.99,1147.87,2094.28,3105.47,3669.84,250.48,2180.82,2202.88,2448.37,1620.62,1686.16,3739.93,1926.44,1310.06,2544.86,3903,2863.08,2898.72,3696.03,1942.93,1264.58,471.32,,3485.1,752.42,,1983.39,2328.67,1799.43,1363.66,2681.03,6540.41,1141.77,395.73,1416.81,1222.67,3449.18,1162.33,2322.02,1282.55,4217.76,2821.29,3207.34,6175.46,1783.72,2175.42,1093.58,2948.47,1958.35,1648.6,1452.02,1221.49,1134.23,11034.7,3974.51,1427.76,16398.29,4271.27,990.63,3149.95,4628.96,2150.94,491.23,5385.52,3370.91,4501.56,,813.19,1198.55,978.87,1214.59,1051.89,2196.68,2842.12,3142.41,2368.16,1660.18,1275.29,917.71,2543.29,2468.11,977.99,605.83,2331.44,1287.19,1745.95,1321.54,10351.82,1027.93,568.93,2175.44,1251.59,5970.37,959.22,1650.04,1566.53,743.14,1750.35,966.82,2582.64,458.12,420.02,3370.55,3067.36,613.63,1963.72,912.19,1443.35,1186.11,658.25,514.93,689.52,2057.49,1039.58,1825.94,1267.72,2529.14,1086.96,3009.23,2196.03,1560.43,3773.21,2532.54,1341.76,1927.13,3745.44,2053.48,7190.88,4193.25,13678.84,1828.49,2366.89,1003.14,2372.68,2309.89,2835.82,1356.42,1628.72,379,1001.11,814.03,2580.1,1833.54,2162.1,676.26,5417.78,2065.05,31838.46,3786.51
2014/09/10,DAILY(D),265.74,1458.77,1220.97,1636.37,2497.95,637.45,703.14,656,875.58,1509.7,971.01,2700.06,959.35,3895.64,3648.4,836.48,1150.5,1918.43,2946.17,1180,770.28,662.76,2065.79,1560.3,848.61,2540.13,1097.36,1194.32,1316.02,470,662.01,3512.04,1055.22,631.96,1026.85,708.78,866.73,436.22,365.59,1359.94,1198.81,305.11,1698.59,689.38,1591.86,1360.48,5917.77,1194.94,1281.19,419,1372.73,3488.26,3905.97,3503.37,1262.34,1185.91,2118,952.75,3633.59,1187.88,527.39,3073.43,1912.34,357.15,2861.08,413.86,1272.16,2850.67,919.35,1795.8,1823.44,386.26,1481.26,2868.65,2298.19,1138.68,2098.1,3056.31,3669.84,248.79,2215.66,2162.65,2445.02,1602.72,1689.33,3877.42,1926.44,1302.35,2536.6,3799.38,2838.32,2787.32,3687.72,1934.48,1268.23,473.09,,3511.15,747.1,,1983.79,2353.45,1812.1,1373.21,2676.75,6584.64,1145.66,394.9,1417.63,1241.52,3479.96,1164.41,2317.74,1285.28,4257.97,2812.78,3233.7,6273.07,1791.27,2133.14,1099.89,2921.5,1964.58,1672.11,1511.18,1231.15,1132.45,11216.55,4006.6,1421.17,16424.55,4293.14,1014.48,3206.01,4590.86,2132.24,493.75,5396.81,3362.38,4466.46,,817.11,1196.27,985.74,1224.41,1049.3,2203.53,2869.81,3191.32,2356.75,1639.22,1280.27,916.52,2525.12,2488.4,977.17,605,2322.01,1290.58,1753.23,1329.62,10496.94,1031.34,570.33,2166.54,1257.42,5967.92,958.51,1678.22,1568.29,745.68,1762.62,987.16,2616.71,460.92,424.91,3409.75,3086.58,627.62,2013.58,930.52,1449.78,1162.85,656.99,518.02,692.95,2084.3,1047.68,1848.61,1275.31,2542.76,1096.08,3018.99,2195.13,1538.38,3783.5,2551.06,1347.29,1927.13,3829.61,2065.05,7215.03,4225.07,13910.45,1814.99,2366.89,997.84,2336.03,2332.46,2794.9,1376.11,1640.69,385,1014.66,820.93,2611.3,1853.47,2177.65,681.7,5395.3,2060.53,31627.14,3777.48
2014/09/11,DAILY(D),264.84,1455.18,1229.67,1631.37,2443.92,627.53,689.75,646.97,862.53,1502.99,967.61,2690.22,960.94,3855.48,3620.96,850.64,1187.09,1927.29,2864.46,1190.9,772.93,662.76,2061.07,1552.67,857.5,2523.27,1105.74,1196.16,1324.19,470,662.85,3451.81,1071.33,637.28,1041.18,712.37,884.2,439.65,367.28,1355.12,1206.7,305.89,1732.91,689.38,1613.91,1391.39,5916.9,1200.3,1277.16,421.11,1388.24,3596.05,3839.41,3496.8,1290.76,1228.8,2094.85,973.92,3632.75,1190.68,529.68,3077.63,1920.21,359.73,2901.84,434.46,1262.49,2857.71,912.66,1805.25,1825,389.92,1481.26,2893.7,2316.16,1157.05,2117.21,3007.15,3627.47,250.48,2208.69,2182.77,2450.05,1620.62,1709.52,3886.59,1952.89,1294.64,2569.65,3851.19,2846.57,2796.54,3766.71,1951.38,1271.88,473.97,,3554.55,751.66,,2003.08,2369.96,1854.34,1364.96,2663.92,6566.21,1154.2,402.44,1432.33,1239.73,3479.96,1150.31,2300.64,1291.67,4235.63,2808.52,3268.85,6176.35,1919.76,2067.8,1104.94,2966.44,2018.29,1707.37,1521.93,1250.49,1202.46,11133.56,3991.79,1435.99,16450.81,4347.19,1052.09,3207.49,4681.97,2235.11,502.13,5423.43,3439.19,4466.46,,826.13,1202.3,993.41,1224.41,1058.78,2234.31,2898.29,3290.04,2363.59,1647.28,1289.41,916.52,2566,2495.87,991.47,600.88,2352.87,1309.21,1776.71,1349.37,10571.7,1032.48,580.3,2162.5,1264.71,5973.64,963.81,1682.35,1570.06,743.99,1786.34,982.74,2603.09,467.65,424.25,3436.14,3132.84,635.84,2009.75,938.02,1456.21,1154.59,658.1,523.46,696.37,2104.8,1070.75,1861.46,1302.04,2566.5,1117.51,3001.24,2200.57,1550.25,3812.5,2532.54,1347.29,1921.49,3796.88,2057.34,7253.48,4183.79,13797.01,1799.69,2397.93,1003.14,2345.2,2330.66,2789.57,1377.08,1669.83,389,1026.15,849.44,2588.96,1837.28,2173.99,685.32,5395.3,2035.26,32059.17,3886.76
2014/09/12,DAILY(D),261.22,1457.87,1224.7,1611.41,2435.61,616.78,684.73,640.95,847.86,1480.49,956.67,2641.95,964.13,3824.24,3703.26,839.9,1183.52,1936.15,2835.18,1190.9,781.74,651.72,2097.91,1562.1,845.05,2529.12,1096.53,1174.99,1316.02,480,665.39,3474.45,1063.27,632.92,1034.81,711.31,931.38,435.24,365.59,1363.15,1206.7,308.24,1718.83,690.98,1600.68,1391.39,5871.4,1178.85,1257.01,422.04,1372.73,3574.49,3861.6,3507.01,1332.13,1218.08,2099.3,972.41,3636.51,1197.22,527.68,3082.68,1888.73,359.73,2881.46,435.64,1250.89,2884.12,914.89,1799.11,1811.71,384.87,1500.5,2887.83,2316.96,1147.87,2151.6,2998.95,3635.94,253.01,2191.27,2198.69,2455.09,1620.62,1703.58,3822.42,1935.26,1286.94,2594.44,3851.19,2813.57,2776.44,3775.02,1934.48,1282.83,472.2,,3532.85,753.95,,2026.78,2419.51,1886.44,1392.32,2706.68,6577.27,1163.52,394.9,1438.05,1244.22,3505.18,1146.57,2279.25,1308.98,4217.76,2800.01,3260.06,6048.56,1949.99,2094.71,1104.94,2957.46,2039.87,1704.43,1492.36,1247.85,1196.25,11150.65,3965.87,1412.12,16328.27,4338.61,1052.09,3204.54,4738.29,2253.81,505.48,5461.35,3498.92,4527.88,,827.31,1210.93,1006.99,1225.22,1060.51,2234.31,2916.88,3314.95,2424.82,1682.76,1312.66,915.33,2634.12,2505.49,988.2,609.95,2386.3,1300.74,1766.18,1337.7,10483.75,1038.92,579.85,2128.52,1269.45,6031.68,965.22,1684.98,1577.12,745.68,1808.43,978.32,2603.09,470.14,430.53,3436.89,3148.86,638.31,2017.42,942.18,1459.07,1154.22,656.1,521.57,695,2087.06,1067.11,1856.17,1300.45,2569.22,1109.58,3043.41,2195.13,1546.86,3766.66,2551.06,1330.72,1923.37,3815.58,2057.34,7225.76,4221.63,13745.01,1807.79,2390.17,1000.49,2308.55,2335.17,2802.02,1352.33,1666.19,390,1035.18,865.46,2579.68,1828.97,2178.56,686.22,5449.78,2062.34,32049.78,3974.67
2014/09/16,DAILY(D),263.93,1452.49,1220.97,1588.12,2423.14,619.26,683.89,635.69,870.68,1471.81,951.38,2628.99,960.14,3797.47,3675.83,835.51,1216.55,1945.01,2807.21,1187.96,769.4,655.4,2123.41,1574.21,841.49,2507.79,1119.98,1178.67,1307.84,480,650.19,3485.13,1043.14,628.12,1026.06,714.9,973.32,440.63,364.74,1361.54,1222.47,307.46,1712.67,684.58,1600.68,1372.07,5969.39,1182.43,1261.04,420.87,1372.73,3596.05,3857.16,3521.97,1329.2,1225.23,2132.24,964.85,3628.57,1197.68,528.96,3025.07,1912.34,357.15,2877.39,435.05,1236.39,2875.32,911.17,1782.57,1796.07,383.26,1505.31,2835.78,2322.15,1138.68,2132.49,2982.56,3602.04,261.44,2152.95,2171.03,2462.65,1602.72,1701.99,3675.76,1930.85,1271.52,2536.6,3730.3,2797.07,2729.53,3696.03,1934.48,1270.66,469.56,,3524.17,744.06,,1999.46,2415.38,1867.01,1396.66,2745.17,6457.46,1159.64,387.35,1424.16,1246.01,3505.18,1149.89,2253.6,1310.81,4244.56,2740.44,3224.91,6163.92,1949.99,2075.49,1109.57,2975.43,2074.39,1725,1497.73,1233.79,1192.71,11110.37,3909.93,1408.82,16192.6,4318.02,1035.58,3189.78,4706.81,2300.57,505.48,5371.8,3481.86,4466.46,,826.91,1194.97,1007.31,1214.59,1050.16,2235.16,2887.61,3300,2407.33,1639.22,1306.84,922.49,2693.16,2512.25,987.38,609.95,2350.3,1285.49,1758.9,1319.74,10637.66,1046.49,580,2137.42,1281.84,5847.76,968.76,1694,1561.23,739.76,1769.17,971.68,2575.83,464.62,427.1,3380.35,3106.51,635.84,1998.24,929.69,1439.07,1154.22,649.8,520.21,689.52,2066.56,1061.85,1825.94,1282.49,2511.63,1093.7,2984.81,2156.55,1512.94,3695.55,2564.95,1327.04,1915.84,3806.23,2049.63,7232.92,4246.57,13773.37,1796.54,2366.89,984.61,2326.87,2336.98,2759.32,1355.84,1673.74,389,1028.2,864.63,2584.32,1832.71,2189.54,688.94,5493.88,2074.97,31739.85,4113.41
2014/09/17,DAILY(D),262.13,1455.18,1228.84,1584.79,2443.92,615.96,689.75,616.13,862.53,1464.31,956.29,2619.16,983.25,3743.92,3720.4,848.2,1175.49,1905.13,2807.21,1193.41,760.59,648.03,2141.36,1562.55,836.15,2501.25,1102.39,1172.23,1291.49,470,635.83,3471.89,1039.11,620.89,1025.26,712.45,1004.77,444.55,357.12,1355.12,1206.7,309.03,1675.7,670.18,1574.22,1368.21,5992.14,1192.26,1248.95,415.66,1357.22,3570.18,3890,3523.8,1323.77,1237.74,2133.13,967.87,3639.86,1202.35,517.84,3061.23,1888.73,363.18,2889.61,428.58,1218.02,2873.56,900.77,1792.49,1782,379.97,1506.91,2822.09,2302.18,1120.32,2113.38,2966.18,3568.14,257.22,2140.76,2166.84,2471.04,1593.76,1711.89,3684.93,1904.4,1263.82,2520.08,3695.76,2813.57,2730.37,3691.87,1900.69,1268.23,467.8,,3554.55,741.77,,1974.96,2394.73,1877.99,1399.27,2710.96,6364.39,1147.21,384,1428.25,1245.12,3455.59,1142.43,2240.77,1316.3,4141.8,2706.39,3260.06,6233.14,1942.44,2052.43,1100.73,2930.49,2036.51,1695.62,1481.6,1222.37,1193.6,11061.52,3918.15,1432.7,16131.33,4320.6,1025.49,3211.91,4729.18,2253.81,500.45,5275,3473.32,4431.36,,822.99,1193.5,1007.95,1204.78,1056.2,2217.21,2877.72,3324,2398.58,1636.8,1305.6,926.07,2665.91,2501.93,987.79,607.48,2384.58,1285.49,1751.61,1321.54,10558.5,1045.35,579.71,2129.33,1276.74,5913.15,963.46,1691.74,1547.1,738.07,1760.17,958.41,2562.2,460.92,424.83,3378.85,3081.95,627.62,1952.22,917.19,1421.92,1139.21,647.58,513.64,692.26,2045.27,1054.15,1810.82,1262.54,2534.98,1077.43,2919.99,2121.61,1487.5,3653.45,2541.8,1310.47,1908.31,3792.2,2034.2,7160.48,4235.82,13537.04,1804.64,2328.09,950.2,2253.59,2331.56,2729.08,1358.95,1680.76,381,1023.69,843.69,2572.09,1823.58,2177.65,691.66,5515.5,2098.44,32275.18,4068.27
2014/09/18,DAILY(D),264.84,1467.74,1244.18,1575.64,2431.45,602.73,686.4,628.17,842.97,1506.93,964.21,2599.04,993.61,3806.39,3766.7,822.33,1168.35,1913.99,2796.29,1195.93,757.95,655.4,2179.14,1619.09,836.15,2479.57,1111.6,1198.92,1299.67,480,645.12,3505.21,1047.16,625.6,1043.57,734.16,1032.73,448.47,359.66,1352.71,1198.81,313.73,1682.74,676.58,1596.27,1387.53,6035.88,1198.52,1244.93,417.45,1364.98,3630.55,3882.45,3546.78,1323.35,1241.31,2158.95,963.33,3664.52,1225.7,518.98,3070.9,1912.34,377.81,2901.84,433.88,1223.82,2895.57,918.6,1765.55,1792.95,381.36,1529.35,2849.09,2345.72,1138.68,2121.03,2966.18,3593.56,258.07,2142.5,2196.18,2492.04,1602.72,1739.61,3684.93,1961.71,1279.23,2528.34,3713.03,2838.32,2715.3,3700.19,1909.14,1284.85,475.73,,3676.07,753.95,,2024.77,2448.41,1886.44,1426.63,2800.76,6391.11,1179.06,391.54,1447.86,1238.83,3540.23,1169.38,2249.32,1370.35,4222.22,2672.35,3251.27,6271.3,1949.99,2006.31,1106.2,2930.49,1860.53,1739.7,1522.83,1246.09,1227.27,11175.1,3959.29,1438.46,16494.57,4372.07,1083.27,3337.32,4691.08,2319.27,508,5470.22,3550.13,4510.33,,830.83,1201.97,1029.67,1212.14,1067.41,2271.08,2937.05,3340.76,2452.21,1690.82,1310.58,945.16,2720.41,2521.51,992.28,609.95,2401.73,1299.04,1774.28,1335.9,10712.42,1048.01,583.1,2147.13,1280.02,6016.97,968.05,1721.42,1573.59,750.75,1756.9,978.32,2603.09,469.61,432.5,3463.28,3130.71,630.09,1975.23,932.18,1426.92,1158.72,653.88,515.83,701.85,2092.18,1067.51,1838.41,1288.47,2580.12,1089.73,2956.39,2142.03,1507.85,3680.12,2560.32,1316,1919.6,3810.91,2051.55,7176.58,4272.79,13641.03,1809.14,2335.85,955.5,2317.71,2322.53,2752.21,1353.3,1697.68,382,1030.26,853.54,2608.77,1836.86,2206.92,697.99,5590.74,2098.44,32876.26,4129.09
2014/09/19,DAILY(D),264.84,1474.91,1237.97,1600.59,2452.23,606.04,686.4,621.39,836.44,1547.59,977.8,2634.35,1003.97,3788.54,3855.85,827.7,1168.35,1905.13,2781.87,1205.99,769.4,662.76,2167.81,1645.56,829.04,2487.14,1130.87,1226.52,1299.67,490,640.9,3515.89,1059.25,632.92,1060.29,745.01,1095.64,450.92,363.89,1358.33,1222.47,317.66,1693.31,689.38,1627.14,1402.99,6255.48,1200.3,1277.16,426.55,1380.49,3677.98,3767.53,3570.49,1337.56,1258.29,2190.11,973.92,3714.26,1231.3,524.11,3095.71,1943.82,381.25,2901.84,434.46,1232.53,2941.35,943.87,1742.87,1796.07,381.22,1561.42,2877.26,2380.08,1147.87,2136.31,3023.53,3593.56,261.44,2156.43,2216.3,2513.03,1602.72,1797.41,3684.93,2005.79,1271.52,2511.81,3704.4,2871.33,2731.21,3762.55,1926.03,1299.46,468.68,,3854.01,772.97,,2047.67,2497.96,1907.56,1462.68,2830.69,6533.95,1210.13,404.12,1470.74,1262.17,3551.77,1186.38,2257.87,1401.49,4249.03,2723.41,3268.85,6229.59,1934.88,2071.64,1110.83,2912.51,1842.31,1833.73,1584.68,1283.88,1253.85,11225.17,4014,1440.93,16910.33,4448.43,1120.88,3484.86,4903.1,2328.63,512.19,5686.42,3703.74,4738.48,,844.17,1211.58,1037.5,1261.21,1085.51,2332.64,2971.47,3432.69,2564.02,1698.08,1329.26,954.71,2770.37,2556.75,1016.78,614.89,2400.01,1305.82,1779.94,1348.47,10699.23,1062.78,587.53,2192.43,1295.32,6123.23,976.88,1737.58,1587.72,771.89,1792.07,989.37,2589.46,475.74,440.16,3555.25,3176.62,631.73,1998.24,942.18,1434.06,1154.97,662.18,520.29,718.28,2130.82,1081.68,1858.43,1321.99,2624.87,1113.94,2975.04,2165.63,1511.24,3724.56,2588.1,1330.72,1925.25,3838.96,2066.98,7251.69,4284.83,13740.29,1825.34,2335.85,966.08,2299.39,2320.72,2805.58,1332.45,1729.42,383,1043.39,850.26,2592.75,1845.58,2221.55,715.19,5582.95,2084.9,34045.55,4152.85
