Date,"ETF Net Asset (Total)","Shares Outstanding","Net Asset Value (per Share)","ETF Dividend (per Share)","Total Return","ETF Net Asset Value (per Share) (Dividend-included)","Percent of Stocks in ETF","Percent of Bonds in ETF","Percent of REITs in ETF","Percent of Futures in ETF"
20170718,4598943316493,225509093,20393.6,0,-0.005946694222933,24564.042741545,,,,
20170719,4610077472258,225818749,20414.9,0,0.001044445316177,24589.698540933,,,,
20170720,4636299465341,225715704,20540.4,0,0.006147470719915,24740.862992725,,,,
20170721,4634505402518,226128414,20495,0,-0.002210278280852,24686.178800603,,,,
20170724,4603665913832,226025368,20367.9,0,-0.00620151256404,24533.087152613,,,,
20170725,4588437838197,225510123,20346.9,0,-0.00103103412723,24507.792702512,,,,
20170726,4615586808927,225768073,20443.9,0,0.004767310990863,24624.628972025,,,,
20170727,4622609532634,225768073,20475,0,0.001521236163354,24662.088848126,,,,
20170728,4595057526292,225768073,20353,0,-0.005958485958486,24515.140138018,,,,
20170731,4585012618096,225664901,20317.8,0,-0.001729474770305,24472.741821658,,,,
20170801,4619304744274,226655471,20380.3,0,0.003076120446111,24548.022923148,,,,
20170802,4641055517705,226655471,20476.3,0,0.004710431151651,24663.654695037,,,,
20170803,4629285081322,226655471,20424.3,0,-0.002539521300235,24601.020818597,,,,
20170804,4623174356290,227228951,20345.9,0,-0.003838564846776,24506.588204888,,,,
20170807,4652402891855,227489621,20451.1,0,0.005170574906983,24633.301354916,,,,
20170808,4652304108910,228167391,20389.9,0,-0.002992504070686,24559.586100337,,,,
20170809,4602973956631,228688751,20127.7,0,-0.012859307794546,24243.766823366,,,,
20170810,4605064582755,228897291,20118.5,0,-0.000457081534403,24232.685445227,,,,
20170814,4561062784456,228949489,19921.7,0,-0.009782041404678,23995.640312855,,,,
20170815,4618853355925,229314449,20142,0,0.011058293217948,24260.991139387,,,,
20170816,4631047128087,230200779,20117.4,0,-0.001221328567173,24231.360497841,,,,
20170817,4633129354936,230617999,20090.1,0,-0.001357034209193,24198.47771271,,,,
20170818,4607475227246,232077839,19853.1,0,-0.011796855167471,23913.01177586,,,,
20170821,4589098966795,232077839,19774,0,-0.003984264422181,23817.736013814,,,,
20170822,4580690639467,231765377,19764.3,0,-0.000490543137454,23806.052386863,,,,
20170823,4608182162853,232547467,19816.1,0,0.002620887155123,23868.445363778,,,,
20170824,4588967515845,232547467,19733.5,0,-0.004168327773881,23768.953860049,,,,
20170825,4612395447041,232547467,19834.2,0,0.0051029974409,23890.246770769,,,,
20170828,4614755777641,232703887,19831,0,-0.000161337487774,23886.392378373,,,,
20170829,4596760520468,232703887,19753.7,0,-0.003897937572488,23793.28471205,,,,
20170830,4630906347558,232703887,19900.4,0,0.007426456815685,23969.984513468,,,,
20170831,4664060360040,232703887,20042.9,0,0.007160660087234,24141.625424865,,,,
20170901,4687295002640,233329207,20088.8,0,0.00229008776175,24196.911865799,,,,
20170904,4644603984514,233381327,19901.4,0,-0.009328581099917,23971.189011091,,,,
20170905,4631981911209,234215127,19776.6,0,-0.006270915613977,23820.867707636,,,,
20170906,4625251554064,234215127,19747.9,0,-0.001451210015878,23786.298625832,,,,
20170907,4654032107043,235205267,19787.1,0,0.001985021192126,23833.514932686,,,,
20170908,4625837850258,235257387,19662.9,0,-0.00627681671392,23683.916327806,,,,
20170911,4706360054576,236039097,19938.9,0,0.014036586668294,24016.357671985,,,,
20170912,4785034647803,237185601,20174.2,0,0.011801052214515,24299.775962875,,,,
20170913,4817125348652,237706751,20265,0,0.004500798048993,24409.14434712,,,,
20170914,4807198617659,237915275,20205.5,0,-0.002936096718481,24337.476738501,,,,
20170915,4832070296450,237915275,20310,0,0.005171859147261,24463.346740192,,,,
20170919,4916827283539,237446251,20707.1,0,0.019551944854751,24941.652746619,,,,
20170920,4919461366300,237446251,20718.2,0,0.000536048022176,24955.022670244,,,,
20170921,4940334382647,238019717,20756,0,0.001824482821866,25000.552680425,,,,
20170922,4927922452102,238019717,20703.8,0,-0.002514935440355,24937.677904461,,,,
20170925,4957809260555,238280425,20806.6,0,0.004965272075657,25061.500260191,,,,
20170926,4951266681440,238749495,20738.3,0,-0.003282612248037,24979.233072483,,,,
20170927,4967985457461,238749495,20808.4,0,0.003380219207939,25063.668355914,,,,
20170928,4958856357633,237201182,20905.7,0,0.00467599623229,25180.865974714,,,,
20170929,4947910878114,236788597,20895.9,0,-0.000468771674711,25169.061898,,,,
20171002,4958722852757,236788597,20941.6,0,0.00218703190578,25224.10743941,,,,
20171003,5010462973402,236788597,21160.1,0,0.01043377774382,25487.290170219,,,,
20171004,5013553853076,236788597,21173.1,0,0.000614363826257,25502.948639329,,,,
20171005,5025130695296,237313687,21175.1,0,0.000094459479244,25505.357634577,,,,
20171006,5051418348433,237838777,21238.8,0,0.003008250256197,25582.084133215,,,,
20171010,5033174732090,235476615,21374.4,0,0.006384541499519,25745.414011008,,,,
20171011,5007650958343,233638854,21433.3,0,0.002755632906654,25816.358921052,,,,
20171012,4947373643636,230017820,21508.7,0,0.003517890385521,25907.17804189,,,,
20171013,4949095585071,227917661,21714.4,0,0.009563571949955,26154.943203113,,,,
20171016,5093958214882,233483931,21817.2,0,0.004734185609549,26278.765558844,,,,
20171017,5108628558232,233273881,21899.7,0,0.003781420163907,26378.136612811,,,,
20171018,5163311752103,235479441,21926.8,0,0.001237459873879,26410.778498417,,,,
20171019,5188682613183,235689501,22014.9,0,0.004017914150719,26516.894739077,,,,
20171020,5190752038407,235689504,22023.7,0,0.000399729274264,26527.494318167,,,,
20171023,5248693435519,235689504,22269.5,0,0.011160704150528,26823.559834107,,,,
20171024,5252497503582,234692088,22380.4,0,0.004979905251577,26957.138620591,,,,
20171025,5191740444940,233013719,22280.8,0,-0.004450322603707,26837.170657257,,,,
20171026,5195618569939,232803665,22317.6,0,0.001651646260457,26881.496169814,,,,
20171027,5314418045693,235218885,22593.5,0,0.012362440405778,27213.817064231,,,,
20171030,5339960560959,236321475,22596.2,0,0.000119503396994,27217.069207816,,,,
20171031,5365997290013,237476668,22595.9,0,-0.000013276568627,27216.707858529,,,,
20171101,5472253294357,237739208,23017.9,0,0.018675954487318,27725.005855789,,,,
20171102,5479238903827,236796288,23139,0,0.005261122865248,27870.870518036,,,,
20171106,5478173966370,236639006,23149.9,0,0.000471066165348,27883.999542136,,,,
20171107,5572849301815,236639006,23550,0,0.01728301202165,28365.919041434,,,,
20171108,5560786707383,236376514,23525.1,0,-0.001057324840765,28335.927050601,,,,
20171109,5514136339056,234854031,23479,0,-0.001959609098368,28280.399710142,,,,
20171110,5426707214312,233069049,23283.7,0,-0.008318071468121,28045.161324206,,,,
20171113,5347705334704,232754014,22975.8,0,-0.013223843289512,27674.296505825,,,,
20171114,5303364274353,230812054,22977,0,0.000052228866894,27675.741902974,,,,
20171115,5219866215426,230812054,22615.2,0,-0.015746180963573,27239.954662669,,,,
20171116,5320579097237,231862084,22947.2,0,0.014680391948777,27639.847873784,,,,
20171117,5285541901305,229867872,22993.8,0,0.002030748849532,27695.977463055,,,,
20171120,5261704912129,230235382,22853.6,0,-0.006097295792779,27527.106896192,,,,
20171121,5287565845830,229762962,23013.1,0,0.00697920677705,27719.224267195,,,,
20171122,5288523124082,228714202,23122.8,0,0.004766850185329,27851.35765653,,,,
20171124,5294859268064,228714208,23150.5,0,0.001197951805144,27884.72224071,,,,
20171127,5251473404539,227401611,23093.4,0,-0.002466469406709,27815.945426389,,,,
20171128,5249198310611,227401611,23083.4,0,-0.000433024154088,27803.900450151,,,,
20171129,5282406099176,227716651,23197.3,0,0.004934281778247,27941.092729506,,,,
20171130,5313506420708,227769161,23328.5,0,0.005655830635461,28099.122817754,,,,
20171201,5335198888414,227769161,23423.7,0,0.004080845317958,28213.790991543,,,,
20171204,5309094191160,227769161,23309.1,0,-0.004892480692632,28075.755563851,,,,
20171205,5296501219938,228084211,23221.7,0,-0.003749608521994,27970.482471528,,,,
20171206,5197071982908,228294253,22764.8,0,-0.019675562082019,27420.147507195,,,,
20171207,5278392374747,228556869,23094.4,0,0.014478493112173,27817.149924013,,,,
20171208,5364050579708,229081959,23415.4,0,0.013899473465428,28203.793661265,,,,
20171211,5404990915993,229554549,23545.6,0,0.005560443127172,28360.619251889,,,,
20171212,5386709405546,229502094,23471.3,0,-0.003155578961675,28271.125078438,,,,
20171213,5361093799554,229502094,23359.7,0,-0.00475474302659,28136.703143618,,,,
20171214,5346049737730,229502094,23294.1,0,-0.002808255243004,28057.688099494,,,,
20171215,5312857859369,229502101,23149.5,0,-0.006207580460289,27883.517743086,,,,
20171218,5397370717323,229607131,23507,0,0.015443098123069,28314.125643609,,,,
20171219,5396607539931,229922211,23471.4,0,-0.001514442506488,28271.245528201,,,,
20171220,5404768930721,230027251,23496.2,0,0.001056605059774,28301.117069272,,,,
20171221,5407191105779,230394851,23469.2,0,-0.001149121985683,28268.595633428,,,,
20171222,5415872006182,230394851,23506.9,0,0.001606360676972,28314.005193847,,,,
20171225,5424359981810,230394851,23543.8,0,0.001569751860092,28358.451156167,,,,
20171226,5413388655585,230394851,23496.1,0,-0.002026011094216,28300.996619509,,,,
20171227,5425572551576,230394851,23549,0,0.002251437472601,28364.714543811,,,,
20171228,5394249070149,230342410,23418.4,0,-0.005545883052359,28207.407154137,,,,
20171229,5389664255137,230342410,23398.5,0,-0.000849759163735,28183.437651423,,,,
20180104,5595061448544,231600990,24158.2,0,0.032467893241019,29098.494496254,,,,
20180105,5644981233802,231600990,24373.7,0,0.008920366583603,29358.063734191,,,,
20180108,5644873934799,231600990,24373.3,0,-0.000016411131671,29357.581935142,,,,
20180109,5686112850578,231968797,24512.4,0,0.005707064697845,29525.127554618,,,,
20180110,5671354516755,231968797,24448.8,0,-0.00259460517942,29448.521505742,,,,
20180111,5684450922589,233279897,24367.5,0,-0.003325316579955,29350.595848924,,,,
20180112,5709274020801,234853303,24310,0,-0.002359700420643,29281.337235553,,,,
20180115,5723974851681,234853366,24372.5,0,0.002570958453311,29356.618337043,,,,
20180116,5786256696282,235063156,24615.8,0,0.009982562314083,29649.672608923,,,,
20180117,5772311952096,235325449,24529.1,0,-0.003522128064089,29545.242664936,,,,
20180118,5748382309321,235377899,24421.9,0,-0.004370319334994,29416.120519661,,,,
20180119,5759098143428,235377899,24467.5,0,0.001867176591501,29471.045611308,,,,
20180122,5766050831179,235587689,24475.2,0,0.000314703177684,29480.320243011,,,,
20180123,5845823980457,235797489,24791.7,0,0.01293145714846,29861.543740957,,,,
20180124,5802541125897,235849939,24602.7,0,-0.007623519161655,29633.893690051,,,,
20180125,5726630147823,235430479,24324.1,0,-0.011323960378333,29298.320652049,,,,
20180126,5726441461606,235797629,24285.4,0,-0.001591014672691,29251.706594006,,,,
20180129,5726063587068,235797629,24283.8,0,-0.000065883205548,29249.779397808,,,,
20180130,5626653123538,235063365,23936.8,0,-0.014289361632035,28831.818722336,,,,
20180131,5579921982762,235063365,23737.9,0,-0.008309381370944,28592.244144954,,,,
20180201,5707601836430,236479465,24135.7,0,0.016758011450044,29071.393299718,,,,
20180202,5645301699456,236009016,23919.9,0,-0.008941112128507,28811.462712493,,,,
20180205,5487775091330,235432121,23309.4,0,-0.025522681951012,28076.116913138,,,,
20180206,5232840295269,235642041,22206.7,0,-0.047307094991721,26747.91738333,,,,
20180207,5248555018449,235956761,22243.7,0,0.001666163815425,26792.483795412,,,,
20180208,5289529868024,235118768,22497.3,0,0.011400980951909,27097.944392818,,,,
20180209,5175681244376,235538352,21973.8,0,-0.023269459001747,26467.389886738,,,,
20180213,5112198172762,234175110,21830.7,0,-0.006512301013025,26295.026276766,,,,
20180214,5091963137097,234227570,21739.4,0,-0.004182183805375,26185.055643709,,,,
20180215,5181703744347,234909420,22058.3,0,0.014669218101695,26569.169935952,,,,
20180216,5262283521626,235748659,22321.6,0,0.011936549960785,26886.314160309,,,,
20180219,5392189141389,236902519,22761.2,0,0.019693928750627,27415.811315749,,,,
20180220,5340168133417,237007429,22531.6,0,-0.010087341616436,27139.258661316,,,,
20180221,5348880576200,236902708,22578.4,0,0.002077082852527,27195.629150111,,,,
20180222,5300871269150,237322308,22336.2,0,-0.010727066576906,26903.899825617,,,,
20180223,5339327285299,237322308,22498.2,0,0.007252800386816,27099.028440679,,,,
20180226,5405961014189,237322308,22779,0,0.012480998479878,27437.251373454,,,,
20180227,5463259600400,237322308,23020.4,0,0.010597480135212,27728.017099849,,,,
20180228,5384919818180,237322308,22690.3,0,-0.014339455439524,27330.412434219,,,,
20180301,5319283002126,238161067,22334.8,0,-0.015667487869266,26902.213528944,,,,
20180302,5202452270808,238895047,21777.1,0,-0.02497000197002,26230.465204128,,,,
20180305,5197566290414,240258137,21633.3,0,-0.006603266734322,26057.25844582,,,,
20180306,5316058045243,241411547,22020.7,0,0.017907577669611,26523.880825296,,,,
20180307,5280374748210,241673687,21849.2,0,-0.007788126626311,26317.309482807,,,,
20180308,5350762901436,243561137,21968.9,0,0.005478461453966,26461.487848381,,,,
20180309,5413293465448,245238787,22073.6,0,0.004765828056934,26587.598749597,,,,
20180312,5515655600847,245815467,22438.2,0,0.016517468831545,27026.758583249,,,,
20180313,5556511955134,246025167,22585.1,0,0.006546870961128,27203.699284191,,,,
20180314,5508221273702,246025355,22388.8,0,-0.008691570991495,26967.256400631,,,,
20180315,5520820494067,246287495,22416.2,0,0.001223826198813,27000.259635524,,,,
20180316,5481232293253,245973268,22283.9,0,-0.005901981602591,26840.90459989,,,,
20180319,5449134777385,246759803,22082.7,0,-0.00902894017654,26598.559677974,,,,
20180320,5437580285094,247388993,21979.9,0,-0.004655227848044,26474.737322243,,,,
20180322,5498162436526,247703583,22196.5,0,0.009854457936569,26735.631507567,,,,
20180323,5273174818004,248804663,21194,0,-0.045164778230803,25528.122639667,,,,
20180326,5407191993718,253314408,21345.8,0,0.00716240445409,25710.965378966,,,,
20180327,5510808861356,251479055,21913.6,0,0.026600080577912,26394.879129782,,,,
20180328,5478254888192,251479055,21784.1,0,-0.005909572137851,26238.896687495,,,,
20180329,5489029736220,250439403,21917.6,0,0.006128322951143,26399.697120278,,,,
20180330,5565300415027,250439403,22222.1,0,0.013892944482972,26766.466646737,,,,
20180402,5549516139158,250491443,22154.5,0,-0.003042016731092,26685.042607366,,,,
20180403,5531312665242,250803673,22054.4,0,-0.004518269426076,26564.472395219,,,,
20180404,5537171691237,250751806,22082.3,0,0.001265053685432,26598.077878924,,,,
20180405,5625167830330,250907926,22419.3,0,0.015261091462393,27003.993578158,,,,
20180406,5605290386426,250907926,22340,0,-0.003537130954134,26908.476916588,,,,
20180409,5640852865064,251220146,22453.8,0,0.00509400179051,27045.548746181,,,,
20180410,5676967438715,251480357,22574.2,0,0.005362121333582,27190.570260091,,,,
20180411,5667239183407,252312977,22461.1,0,-0.005010144324052,27054.341578835,,,,
20180412,5663796337718,252469107,22433.6,0,-0.001224338968261,27021.217894179,,,,
20180413,5684579138444,252000725,22557.8,0,0.005536338349618,27170.81649906,,,,
20180416,5699193686552,252000725,22615.8,0,0.002571172720744,27240.677361243,,,,
20180417,5702119096061,252000725,22627.4,0,0.000512915749166,27254.64953368,,,,
20180418,5733214197607,249814921,22949.8,0,0.014248212344325,27642.979567606,,,,
20180419,5741634084191,249814921,22983.6,0,0.001472779719213,27683.691587291,,,,
20180420,5749576014742,250491466,22953.2,0,-0.001322682260395,27647.074859527,,,,
20180423,5726733982334,250335504,22876.2,0,-0.003354652074657,27554.328542491,,,,
20180424,5775973908469,250335504,23072.9,0,0.008598456037278,27791.2532251,,,,
20180425,5759672799273,250335504,23007.8,0,-0.002821491880085,27712.840429788,,,,
20180426,5786828927989,250335504,23116.3,0,0.004715792035744,27843.528421975,,,,
20180427,5819422724320,250023581,23275.5,0,0.006886915293537,28035.28444369,,,,
20180501,5829562801538,250023581,23316.1,0,0.001744323430216,28084.187047218,,,,
20180502,5791401266703,248776622,23279.5,0,-0.001569730786882,28040.102434186,,,,
20180507,5711014812005,245396233,23272.6,0,-0.000296398118517,28031.791400581,,,,
20180508,5725340284493,245552389,23316.2,0,0.001873447745417,28084.307496981,,,,
20180509,5702498641381,245656459,23213.3,0,-0.004413240579512,27960.364691487,,,,
20180510,5730068166449,245864589,23305.8,0,0.003984784584699,28071.780721693,,,,
20180511,5849593272869,248101931,23577.4,0,0.011653751426683,28398.922276328,,,,
20180514,5916919851680,249766831,23689.8,0,0.004767277138276,28534.307809247,,,,
20180515,5931652418359,250911707,23640.4,0,-0.002085285650365,28474.80562663,,,,
20180516,5915451378990,251327907,23536.8,0,-0.004382328556201,28350.0196728,,,,
20180517,5993599000276,253304797,23661.6,0,0.005302335066789,28500.340976255,,,,
20180518,6009029991288,252940623,23756.7,0,0.004019170301247,28614.888700282,,,,
20180521,6022866186586,252732522,23831,0,0.003127538757487,28704.382873733,,,,
20180522,5975933028796,251225501,23787.1,0,-0.001842138391172,28651.505428047,,,,
20180523,5902005717380,251069421,23507.5,0,-0.011754270171648,28314.727892421,,,,
20180524,5826234096353,250653426,23244.2,0,-0.011200680633841,27997.583668064,,,,
20180525,5831082294214,250705527,23258.7,0,0.000623811531478,28015.04888361,,,,
20180528,5807451259245,249352807,23290.1,0,0.001350032460971,28052.870108998,,,,
20180529,5786181050109,249821067,23161.3,0,-0.005530246757206,27897.730815048,,,,
20180530,5708097569997,250237327,22810.7,0,-0.015137319580508,27475.433948129,,,,
20180531,5757832235443,250341387,22999.9,0,0.008294353088682,27703.32489856,,,,
20180601,5788493264316,252006347,22969.6,0,-0.001317397032162,27666.828620558,,,,
20180604,5887189353404,252838787,23284.4,0,0.013705071050432,28046.004472542,,,,
20180605,5910779816344,253150967,23348.8,0,0.002765800278297,28123.574119518,,,,
20180606,5949429196891,253827471,23438.9,0,0.003858870691427,28232.099355426,,,,
20180607,6007610064154,254087641,23643.8,0,0.008741877818498,28478.900918551,,,,
20180608,5951305188785,253151257,23508.9,0,-0.005705512650251,28316.414189095,,,,
20180611,5979046937247,253099272,23623.3,0,0.004866242146591,28454.208717262,,,,
20180612,5998286479643,253099272,23699.3,0,0.00321716271647,28545.750536674,,,,
20180613,6021278324049,253099272,23790.2,0,0.003835556324448,28655.239370681,,,,
20180614,5890577185740,250082530,23554.5,0,-0.009907440879018,28371.339280742,,,,
20180615,5805437632753,245245131,23672,0,0.004988431085355,28512.867751543,,,,
20180618,5761554818860,245245131,23493,0,-0.007561676241974,28297.262676875,,,,
20180619,5662816279886,245401241,23075.7,0,-0.017762737836803,27794.625818447,,,,
20180620,5739392153413,245661441,23363,0,0.012450326533972,28140.677985776,,,,
20180621,5777935120388,245817561,23505,0,0.006077986559945,28311.716648362,,,,
20180622,5740529191945,246129801,23323.2,0,-0.007734524569241,28092.738980347,,,,
20180625,5728690560776,247586851,23138.1,0,-0.007936303766208,27869.786470175,,,,
20180626,5744190373384,248211301,23142.3,0,0.000181518793677,27874.845360195,,,,
20180627,5733356100143,248211301,23098.7,0,-0.001883995972743,27822.329263795,,,,
20180628,5730573863556,248107453,23097.1,0,-0.000069267967462,27820.402067597,,,,
20180629,5739477926839,248107453,23133,0,0.001554307683648,27863.643532293,,,,
20180702,5656941793433,250082313,22620.3,0,-0.022163143561147,27246.09760055,,,,
20180703,5650041211496,250082313,22592.7,0,-0.001220142968926,27212.853466132,,,,
20180704,5632604451698,250082313,22523,0,-0.0030850673005,27128.899981751,,,,
20180705,5588216821920,250082313,22345.5,0,-0.007880832926342,26915.101653519,,,,
20180706,5650827681284,250082313,22595.9,0,0.01120583562686,27216.707858529,,,,
20180708,5563227398466,250082313,22245.6,350,-0.000013276744897,27216.346509241,,,,
20180709,5630617855700,250082313,22515.1,0,0.012114755277448,27546.065886747,,,,
20180710,5696190064353,251349333,22662.4,0,0.006542276072502,27726.27985449,,,,
20180711,5629383086890,251402187,22391.9,0,-0.011936070319119,27395.337028459,,,,
20180712,5697484028555,251507943,22653.3,0,0.011673864209825,27715.146472911,,,,
20180713,5802522934488,251507943,23070.9,0,0.018434400286051,28226.05857698,,,,
20180717,5828099294508,251507943,23172.6,0,0.004408150527287,28350.483291979,,,,
20180718,5861490264431,251877565,23271.2,0,0.004255025331641,28471.115316551,,,,
20180719,5852680489958,251824816,23241.1,0,-0.00129344425728,28434.289515946,,,,
20180720,5851367678441,252511156,23172.7,0,-0.002943062075375,28350.605636831,,,,
20180723,5771196483785,252405658,22864.8,0,-0.013287187077898,27973.905835963,,,,
20180724,5800438028842,252405658,22980.6,0,0.005064553374619,28115.581175166,,,,
20180725,5827111281213,252405658,23086.3,0,0.004599531778978,28244.899684266,,,,
20180726,5816338029433,252247264,23058.1,0,-0.001221503662346,28210.398435859,,,,
20180727,5849074200283,252247264,23187.9,0,0.005629258264991,28369.202054412,,,,
20180730,5787513682485,251455331,23016.1,0,-0.007409036609612,28159.013597806,,,,
20180731,5789693546908,251455331,23024.7,0,0.000373651487437,28169.535255121,,,,
20180801,5839385572985,251455331,23222.4,0,0.008586431093564,28411.411028527,,,,
20180802,5776731663486,251349817,22982.8,0,-0.010317624362685,28118.272761921,,,,
20180803,5770200828427,250927439,22995.5,0,0.000552587152131,28133.810558189,,,,
20180806,5764304138819,250874686,22976.8,0,-0.000813202583115,28110.932070771,,,,
20180807,5804032517141,250874686,23135.2,0,0.006893910379165,28304.726317141,,,,
20180808,5801756225935,250980286,23116.4,0,-0.000812614544072,28281.72548487,,,,
20180809,5787603052335,250874687,23069.7,0,-0.002020210759461,28224.59043875,,,,
20180810,5713071023319,250980287,22763,0,-0.013294494510115,27849.358776111,,,,
20180813,5601322544987,251033087,22313.1,0,-0.019764530158591,27298.929284683,,,,
20180814,5728909300802,251033087,22821.3,0,0.022775858128184,27920.685825123,,,,
20180815,5689988342219,251033087,22666.3,0,-0.006791900549049,27731.051303737,,,,
20180816,5699970659350,251613917,22653.6,0,-0.000560303181375,27715.513507469,,,,
20180817,5726107314986,251878073,22733.6,0,0.003531447540346,27813.389389474,,,,
20180820,5707585622438,251878073,22660.1,0,-0.003233099904987,27723.465922882,,,,
20180821,5712964413172,251878073,22681.5,0,0.000944391242757,27749.647721318,,,,
20180822,5749554436725,251878073,22826.7,0,0.006401693009721,27927.292447158,,,,
20180823,5749948498273,251350422,22876.2,0,0.002168513188502,27987.853149149,,,,
20180824,5796439732850,251244815,23070.9,0,0.008511028929629,28226.05857698,,,,
20180827,5847036862578,251244815,23272.3,0,0.008729611762003,28472.461109928,,,,
20180828,5850580580165,251244815,23286.4,0,0.000605870498403,28489.711734132,,,,
20180829,5862974745744,251244815,23335.7,0,0.002117115569602,28550.027746417,,,,
20180830,5868394547389,251244815,23357.3,0,0.000925620401359,28576.454234559,,,,
20180831,5867228872981,251244815,23352.6,0,-0.000201221887804,28570.704026491,,,,
20180903,5824209739480,251139270,23191.2,0,-0.006911435985715,28373.239434545,,,,
20180904,5819199001490,251033805,23180.9,0,-0.000444133981856,28360.637914737,,,,
20180905,5813538502307,252089305,23061.4,0,-0.00515510614342,28214.435815991,,,,
20180906,5778710910206,251614413,22966.5,0,-0.004115101424892,28098.330550963,,,,
20180907,5737193172027,251825526,22782.4,0,-0.008016023338341,27873.093677498,,,,
20180910,5763520954033,252247746,22848.7,0,0.002910141161598,27954.20831471,,,,
20180911,5837392865597,252194967,23146.3,0,0.013024811039577,28318.30659577,,,,
20180912,5831661614155,252617436,23085,0,-0.002648371445977,28243.309201183,,,,
20180913,5886240508139,252564747,23305.9,0,0.009568984188867,28513.56898037,,,,
20180914,5956858198355,252564747,23585.5,0,0.011996962142633,28855.645187979,,,,
20180918,6047033717758,252828647,23917.5,0,0.014076445273579,29261.830098302,,,,
20180919,6117132809213,253039776,24174.6,0,0.010749451238632,29576.378714097,,,,
20180920,6094617118008,252090144,24176.3,0,0.000070321742655,29578.458576589,,,,
20180921,6101269614130,250296285,24376.2,0,0.008268428171391,29823.02593675,,,,
20180925,6195049848860,253410347,24446.7,0,0.002892165308784,29909.279057767,,,,
20180926,6259397844780,253410347,24700.6,0,0.010385859850204,30219.912638282,,,,
20180927,6195319672593,253305501,24457.9,0,-0.009825672250877,29922.981681248,,,,
20180928,6279314649484,253305501,24789.5,0,0.013557991487413,30328.677212161,,,,
20181001,6312097489442,253305501,24918.9,0,0.005219951995804,30486.991451304,,,,
20181002,6330136556538,253778251,24943.6,0,0.000991215503091,30517.210629873,,,,
20181003,6305454599566,254461141,24779.6,0,-0.006574832822849,30316.565071762,,,,
20181004,6317627970962,256404741,24639.3,0,-0.005661915446577,30144.915243695,,,,
20181005,6294312347359,257507931,24443.2,0,-0.007958829999229,29904.99698793,,,,
20181009,6223536869174,258033231,24119.1,0,-0.013259311383125,29508.477320955,,,,
20181010,6263750350893,259294001,24156.9,0,0.001567222657561,29554.723675203,,,,
20181011,6019757870485,259294001,23216,0,-0.03894953408757,28403.580957967,,,,
20181012,6048861847679,259346541,23323.5,0,0.004630427291523,28535.101674412,,,,
20181015,5896124615262,257613033,22887.5,0,-0.018693592299612,28001.678117482,,,,
20181016,5976799026753,257928233,23172.3,0,0.012443473511742,28350.116257421,,,,
20181017,5995547880396,255406582,23474.5,0,0.01304143309037,28719.842401697,,,,
20181018,5961767021709,256036942,23284.8,0,-0.008081109288803,28487.754216492,,,,
20181019,5943385860565,256667352,23156,0,-0.005531505531506,28330.174046463,,,,
20181022,5965153902605,256667352,23240.8,0,0.003662117809638,28433.922481389,,,,
20181023,5820893326983,257350272,22618.6,0,-0.026771883928265,27672.692809092,,,,
20181024,5842217931531,257350272,22701.4,0,0.003660704022353,27773.994346967,,,,
20181025,5634098562836,257770552,21857,0,-0.037195943862494,26740.9144124,,,,
20181026,5625733739485,258400962,21771.3,0,-0.003920940659743,26636.064873802,,,,
20181029,5623005361014,258716152,21734.3,0,-0.001699485101947,26590.797278374,,,,
20181030,5712174796480,258873762,22065.5,0,0.015238586013812,26996.003429877,,,,
20181031,5839519212806,259031262,22543.7,0,0.021671840656228,27581.056514564,,,,
20181101,5779740104784,259136262,22303.9,0,-0.010637118130565,27287.673558253,,,,
20181102,5936775829659,259503732,22877.4,0,0.025712991898277,27989.321287379,,,,
20181105,5844666712062,259503732,22522.5,0,-0.015513126491647,27555.119405833,,,,
20181106,5911329608690,259503732,22779.4,0,0.011406371406371,27869.423331922,,,,
20181107,5898272105515,259661202,22715.3,0,-0.002813945933607,27791.000281466,,,,
20181108,6005270368101,259661202,23127.3,0,0.018137554863902,28295.061073793,,,,
20181109,5943294225018,259713702,22884,0,-0.01052003476411,27997.396047644,,,,
20181112,5949484262274,259766202,22903.2,0,0.000839014158363,28020.886259326,,,,
20181113,5826631182242,259766202,22430.3,0,-0.020647769743966,27442.317451821,,,,
20181114,5835124230210,259714007,22467.5,0,0.001658470907656,27487.829736954,,,,
20181115,5823798611289,259714007,22423.9,0,-0.00194058083899,27434.487381261,,,,
20181116,5780138857664,259241780,22296.3,0,-0.005690357163563,27278.375349462,,,,
20181119,5817750484769,259241780,22441.4,0,0.006507806227939,27455.89773045,,,,
20181120,5757872081655,259399270,22196.9,0,-0.010895042198794,27156.764566071,,,,
20181121,5737882146424,259399270,22119.9,0,-0.003468952871798,27062.55902964,,,,
20181122,5780919407365,259661740,22263.3,0,0.006482850284133,27238.001548135,,,,
20181126,5827177783461,259766730,22432.3,0,0.007590968095475,27444.764348871,,,,
20181127,5865939516385,259819230,22577,0,0.006450520009094,27621.797350449,,,,
20181128,5927132056677,259871730,22807.9,0,0.010227222394472,27904.291614887,,,,
20181129,5943677263300,259609266,22894.7,0,0.003805698902573,28010.486946863,,,,
20181130,5967336499904,259609266,22985.8,0,0.003979086862898,28121.943107496,,,,
20181203,6022319376948,259399338,23216.4,0,0.01003228079945,28404.070337377,,,,
20181204,5878469840650,259399338,22661.9,0,-0.023883978566876,27725.668130227,,,,
