,0
0,-0.365935535661265
1,0.01002965177245585
2,-0.12467922287214606
3,-0.39907227939556833
4,-0.2518922592666968
5,-0.36215929264471924
6,-0.47145638619781494
7,-0.06647392751210646
8,-0.6396287149502768
9,-0.3338723166093587
10,-0.13591504450346292
11,-0.1643340228656598
12,-0.3633323860278779
13,-0.30824699570871417
14,-1.1162462220863745
15,-0.3205821774517972
16,-0.5349039327480796
17,-0.8193242004479089
18,-0.27024062413238426
19,-0.6560857994991238
20,-0.33000932061008825
21,-0.16069623084445084
22,-0.0970398007532367
23,-0.5358804526044878
24,-0.16183198594785608
25,-0.18477781935939674
26,-0.16085433631133128
27,-0.16855988359884577
28,-0.5269344083471879
29,-0.13838544421537335
30,0.00962503510468693
31,-0.10038351577645699
32,-0.10528484586507147
33,-0.4927476977363767
34,-0.5259268758532016
35,-0.37425572441838995
36,-0.37223048212172216
37,0.010295853069824723
38,-0.11161945628100511
39,0.010381026443726071
40,-0.18541830913090962
41,-0.04233289551825692
42,-0.10383949400056736
43,-0.18419919089114956
44,-0.21796234461112363
45,-0.2528068279088984
46,-0.356386743670555
47,-0.2410111261945076
48,-0.06669264134325203
49,-0.07841862946406764
50,-0.22711919010225756
51,-0.5380299066848693
52,-0.22824263966595026
53,-0.15151452364557372
54,-0.0878830826468402
55,-0.6659802235872121
56,-0.1800200101131395
57,-0.11577308457390245
58,-0.1856605226927286
59,-0.1622415546778484
60,-0.3433454156058815
61,-0.19038938631456404
62,-0.1154659811777492
63,-1.4776473720314698
64,-0.840340423543239
65,-1.2128048546182981
66,0.011211131809115926
67,-0.36820098673433677
68,-0.6172514816978492
69,-0.5637705260755865
70,-0.08206375313670833
71,-0.09830354540963526
72,-0.3456918707497607
73,-0.30089740654420893
74,-0.3981976623931587
75,-0.2400978746020428
76,-0.5617334340831803
77,-1.2370940643513677
78,-0.0925860787926922
79,-0.28317114656078957
80,-0.40114574350263865
81,-0.17344152645205213
82,-0.04920646502478121
83,-0.10992753565869862
84,-0.027759152520957286
85,-0.10974602873852746
86,-0.8492285715988146
87,0.012729460043480856
88,-0.41418994469268
89,-0.3280416742481975
90,-0.12761867670110405
91,-0.15110408431473843
92,-0.24200182713275353
93,-0.24016347583597053
94,-0.1716862593152655
95,-0.5480934571555736
96,-0.01593499292408751
97,-0.1032531169134927
98,-0.10184157362141377
99,-0.0005069837100286634
100,-0.08107568258674291
101,-0.402963998631094
102,-0.5411165925445403
103,-0.10865403557636455
104,-0.16451052183606407
105,-0.023839049132106993
106,-0.030533887903175128
107,-0.08360873121591794
108,-0.4328044033993592
109,-0.12265672985745368
110,-0.3787330188224587
111,-0.019608998452667947
112,-0.31994569034554843
113,-0.13653502010970442
114,-0.31885015859506893
115,-0.4826108665549782
116,-0.1699753938186177
117,-0.36553574933918753
118,-0.41270316972691035
119,-0.18675925833906604
120,-0.26060527986908255
121,-0.49133607812257196
122,-0.16483202150266152
123,-0.9353043783019075
124,-0.038536834971864664
125,-0.4859480927898403
126,-0.19682622754180557
127,-0.07883458086052997
128,-0.0741524742763886
129,-0.7935003790464634
130,-0.02598106710365755
131,-0.41185775449525863
132,-1.7557533521335245
133,-0.14042209224157887
134,-0.5435550961137778
135,-0.2021411704483853
136,-0.14714403428388323
137,-0.07153435188251933
138,-0.114992656542654
139,-0.13752352501865062
140,-0.00216484976134268
141,-0.02999605786783377
142,-0.3609274225441368
143,-0.026020840909950493
144,-0.21080620221982826
145,-0.288059667052039
146,-0.03479653757574397
147,-0.04672117348411575
148,-1.5704835250521683
149,-0.08886204206771708
150,-0.18537495465545817
151,-1.3467830768418025
152,-0.36145383467442116
153,-0.06652541315338567
154,-0.2305568293863871
155,-1.7506895467668073
156,-0.3878177476044584
157,-0.8887972204049674
158,-0.08549008443878847
159,-0.38863076623329107
160,-1.2229920234415204
161,-0.49366588996485916
162,-0.14833989595899766
163,-0.053995222419871425
164,-0.5454146920158109
165,-0.3174846289434754
166,-0.2595394834459057
167,-0.15372230079879046
168,-0.05241020699895671
169,-0.07426407884622677
170,-0.2809394961154794
171,-0.2056303334070435
172,-0.8505419837997579
173,-0.23629039081129122
174,-0.05419101804341153
175,-0.5172114127851728
176,-0.25302171517341776
177,-0.07329584193621486
178,-0.27506511427236546
179,-0.3733607419649161
180,-0.10984132134080937
181,-0.02907063784005004
182,-0.14146926386365521
183,-0.18341694902778727
184,0.006271476066567416
185,-0.16368230537318595
186,-0.09795255649464707
187,-0.1772567285304376
188,-0.017948222030099714
189,-0.24002946020959826
190,-0.041622554643481635
191,-0.22946325897510178
192,-0.152711536157085
193,-0.1992862992483424
194,-0.17742819690965916
195,-0.049695343258008506
196,-0.17080863846058492
197,-0.5827020148121846
198,-0.14572725804237052
199,-0.205393771969284
200,-0.07531390965732498
201,-0.060066397437367414
202,-0.03177953594774863
203,-0.013306002494914537
204,-0.07909942666606185
205,-0.3525141677303054
206,-0.07132602540082189
207,-0.034838538164081
208,0.021681426512419222
209,-0.056196590287356685
210,-0.17023026778667827
211,-0.06126029281051615
212,-0.13351616617455875
213,1.1015675241310419e-05
214,-0.07787594189699121
215,-0.3691863095850749
216,-0.3687950215876299
217,-0.13189679326183068
218,-0.08245289542628598
219,-0.08779432943106258
